lat,lon,park,streetview_available,streetview_status,date_pulled
40.648876699999995,-74.005056,Sunset Park,True,OK,2025-05-15
40.6488315400938,-74.00493511151217,Sunset Park,True,OK,2025-05-15
40.64880117415783,-74.00480742501418,Sunset Park,True,OK,2025-05-15
40.64878279509657,-74.0046749269578,Sunset Park,True,OK,2025-05-15
40.648773001799576,-74.00454086940994,Sunset Park,True,OK,2025-05-15
40.648778126695106,-74.00440809201085,Sunset Park,True,OK,2025-05-15
40.64880729923975,-74.0042790038037,Sunset Park,True,OK,2025-05-15
40.64883484422657,-74.00414925622273,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64886522085179,-74.00402070916674,Sunset Park,True,OK,2025-05-15
40.648951275835124,-74.00404021541792,Sunset Park,True,OK,2025-05-15
40.649047350068244,-74.00408534250043,Sunset Park,True,OK,2025-05-15
40.64913376403574,-74.00415676248258,Sunset Park,True,OK,2025-05-15
40.64920853217673,-74.00424838870188,Sunset Park,True,OK,2025-05-15
40.64927561490491,-74.00435007121656,Sunset Park,True,OK,2025-05-15
40.64933781458128,-74.00445688440291,Sunset Park,True,OK,2025-05-15
40.649376841964404,-74.00458061114696,Sunset Park,True,OK,2025-05-15
40.648423799999996,-74.0037294,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64843050446592,-74.00359494276334,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64843720893117,-74.00346048552669,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64838720869354,-74.00337419496248,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64834277803088,-74.00326146526452,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.648369323935015,-74.00313763615449,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.648332648795474,-74.00303573232483,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.648271028099224,-74.00292828371353,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.648213625964125,-74.00281685471055,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64815954095703,-74.00270255600361,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64811837221663,-74.00257921659941,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.648077250045226,-74.0024558500958,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64803616985381,-74.0023324593036,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.647996309493784,-74.00220837730373,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64795664357448,-74.00208418522128,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.647906991048046,-74.0019667241951,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64784047685477,-74.00186451715705,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.647771644286,-74.0017652425418,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64769082498642,-74.00168271700748,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.647610005588945,-74.00160019147316,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64754311987598,-74.00149889576963,Sunset Park,True,OK,2025-05-15
40.64750266692136,-74.00137514531325,Sunset Park,True,OK,2025-05-15
40.647464963399756,-74.00125072632112,Sunset Park,True,OK,2025-05-15
40.64746924942568,-74.00111609748906,Sunset Park,True,OK,2025-05-15
40.64747353545132,-74.00098146865702,Sunset Park,True,OK,2025-05-15
40.64815320000001,-74.0026837,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64805235797719,-74.00266152364131,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64800693313926,-74.0025937509348,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.648036101648074,-74.00246460417533,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64692229999999,-74.00357009999999,Sunset Park,True,OK,2025-05-15
40.64702446211405,-74.00356491518366,Sunset Park,True,OK,2025-05-15
40.647112976659365,-74.00357475544249,Sunset Park,True,OK,2025-05-15
40.647090919325194,-74.003706329379,Sunset Park,True,OK,2025-05-15
40.64715,-74.0040157,Sunset Park,True,OK,2025-05-15
40.64723139246791,-74.003934157721,Sunset Park,True,OK,2025-05-15
40.647312784836544,-74.00385261544201,Sunset Park,True,OK,2025-05-15
40.64722051437682,-74.0045309435879,Sunset Park,True,OK,2025-05-15
40.64730015220639,-74.00444644546971,Sunset Park,True,OK,2025-05-15
40.6473766299928,-74.00445578050355,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.647450274516025,-74.0045492454255,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.647520927689605,-74.00464639511921,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.6475870211723,-74.0047491987258,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64765311458953,-74.00485200233238,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64772462949457,-74.00481752999977,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.647784426485416,-74.00492682540983,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64783962540253,-74.00503771814678,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.6482086,-74.00581099999998,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64813836941563,-74.00571319799953,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64807534158543,-74.00560712263776,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.648013827264926,-74.00549957529168,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.6479531438359,-74.00539114625559,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64789335931278,-74.0052818581529,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64783426754282,-74.00517189860517,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64857380000001,-74.0058112,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.648473813410554,-74.00583652997398,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.6483717780555,-74.00584334956541,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.648271321149174,-74.00582174998586,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.648235742627556,-74.00584788612836,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64830528426497,-74.00594663489593,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64836416882418,-74.00605609985706,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.6493923,-74.0046569,Sunset Park,True,OK,2025-05-15
40.649364826606565,-74.0047866906824,Sunset Park,True,OK,2025-05-15
40.64933735320182,-74.00491648136479,Sunset Park,True,OK,2025-05-15
40.64929447248004,-74.00503226236684,Sunset Park,True,OK,2025-05-15
40.64921217002649,-74.00511219771865,Sunset Park,True,OK,2025-05-15
40.64912988182884,-74.00519215874046,Sunset Park,True,OK,2025-05-15
40.64904760183864,-74.00527213461794,Sunset Park,True,OK,2025-05-15
40.648969824151735,-74.00535957924613,Sunset Park,True,OK,2025-05-15
40.64889692432804,-74.00545392742701,Sunset Park,True,OK,2025-05-15
40.64882532234078,-74.00555010772743,Sunset Park,True,OK,2025-05-15
40.64874899027751,-74.00563951710107,Sunset Park,True,OK,2025-05-15
40.648670381880734,-74.00572567070387,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.648586096917974,-74.00580134464819,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64851162316337,-74.00589298027562,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64844609039974,-74.00599535440324,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.648402899999994,-74.0061171,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.649182,-74.0051415,Sunset Park,True,OK,2025-05-15
40.6490813895928,-74.0051608,Sunset Park,True,OK,2025-05-15
40.648980622952784,-74.00514219845046,Sunset Park,True,OK,2025-05-15
40.64889376669498,-74.00507296068669,Sunset Park,True,OK,2025-05-15
40.6488773942258,-74.00516245852491,Sunset Park,True,OK,2025-05-15
40.64886067579447,-74.00529515400937,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64882921148716,-74.0054233237495,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64880886934573,-74.00555537672959,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.6485055,-74.00641069999999,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64858545973482,-74.00632673416729,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64866541937381,-74.00624276833457,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.64874537891702,-74.00615880250186,Sunset Park,False,ZERO_RESULTS,2025-05-15
40.648825338364404,-74.00607483666914,Sunset Park,True,OK,2025-05-15
40.64890533123859,-74.0059909264567,Sunset Park,True,OK,2025-05-15
40.64898547411488,-74.00590726528526,Sunset Park,True,OK,2025-05-15
40.64906561689492,-74.00582360411379,Sunset Park,True,OK,2025-05-15
40.64914575957871,-74.00573994294234,Sunset Park,True,OK,2025-05-15
40.64922590216625,-74.00565628177088,Sunset Park,True,OK,2025-05-15
40.64930604465754,-74.00557262059942,Sunset Park,True,OK,2025-05-15
40.6493861870526,-74.00548895942796,Sunset Park,True,OK,2025-05-15
40.64946632935139,-74.0054052982565,Sunset Park,True,OK,2025-05-15
40.64954647155395,-74.00532163708505,Sunset Park,True,OK,2025-05-15
40.649626613660246,-74.0052379759136,Sunset Park,True,OK,2025-05-15
40.6497067556703,-74.00515431474213,Sunset Park,True,OK,2025-05-15
40.61139468997879,-74.03223003181462,John J Carty Park,True,OK,2025-05-15
40.611480366426186,-74.03215641437558,John J Carty Park,True,OK,2025-05-15
40.61156604276373,-74.03208279693654,John J Carty Park,True,OK,2025-05-15
40.61165171899142,-74.03200917949749,John J Carty Park,True,OK,2025-05-15
40.611737395109266,-74.03193556205845,John J Carty Park,True,OK,2025-05-15
40.61182307111726,-74.03186194461942,John J Carty Park,True,OK,2025-05-15
40.61512804352354,-74.02903508327155,John J Carty Park,True,OK,2025-05-15
40.61506480858394,-74.02893454462235,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.6149698705875,-74.02888442010533,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.614875448252384,-74.02883326101373,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.61477619207681,-74.02880070223674,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.61467485450261,-74.02879283485345,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.61458270071823,-74.02884591984326,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.614515330888224,-74.02894472427482,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.61447081156962,-74.02906525136362,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.61442591675498,-74.0291858804721,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.61435481188998,-74.02927850494483,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.614263556641944,-74.02933649764286,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.61416347217714,-74.02935541546734,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.614063186139184,-74.02937096686324,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.613976630518366,-74.02943649751968,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.613916974901194,-74.0295443802195,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.61386781665159,-74.02966254665424,John J Carty Park,True,OK,2025-05-15
40.61381185802932,-74.0297721491338,John J Carty Park,True,OK,2025-05-15
40.61372445818629,-74.02984215644013,John J Carty Park,True,OK,2025-05-15
40.61363705822894,-74.02991216374645,John J Carty Park,True,OK,2025-05-15
40.61354965815726,-74.02998217105277,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.61346225797125,-74.03005217835909,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.61337485767092,-74.0301221856654,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.61328745725627,-74.03019219297173,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.61319594823601,-74.0302512816976,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.613100731754834,-74.03030051795419,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.614888354670526,-74.0292416493445,John J Carty Park,True,OK,2025-05-15
40.61480230939538,-74.029314505503,John J Carty Park,True,OK,2025-05-15
40.614716528978526,-74.02938790389666,John J Carty Park,True,OK,2025-05-15
40.61463072021517,-74.02946124499664,John J Carty Park,True,OK,2025-05-15
40.61454490273603,-74.02953456862214,John J Carty Park,True,OK,2025-05-15
40.61445908514668,-74.02960789224764,John J Carty Park,True,OK,2025-05-15
40.614373280780086,-74.02968124294364,John J Carty Park,True,OK,2025-05-15
40.61428748144538,-74.02975460407977,John J Carty Park,True,OK,2025-05-15
40.61420168200049,-74.02982796521587,John J Carty Park,True,OK,2025-05-15
40.61411588244543,-74.029901326352,John J Carty Park,True,OK,2025-05-15
40.61403008278019,-74.02997468748812,John J Carty Park,True,OK,2025-05-15
40.61394428300476,-74.03004804862424,John J Carty Park,True,OK,2025-05-15
40.61385848311917,-74.03012140976035,John J Carty Park,True,OK,2025-05-15
40.613772683123386,-74.03019477089647,John J Carty Park,True,OK,2025-05-15
40.61368688301742,-74.0302681320326,John J Carty Park,True,OK,2025-05-15
40.613601082801296,-74.03034149316872,John J Carty Park,True,OK,2025-05-15
40.61351528247498,-74.03041485430485,John J Carty Park,True,OK,2025-05-15
40.61342948203849,-74.03048821544097,John J Carty Park,True,OK,2025-05-15
40.61334368149182,-74.03056157657707,John J Carty Park,True,OK,2025-05-15
40.61325788083497,-74.0306349377132,John J Carty Park,True,OK,2025-05-15
40.61317208006794,-74.03070829884932,John J Carty Park,True,OK,2025-05-15
40.61308629509666,-74.03078169225583,John J Carty Park,True,OK,2025-05-15
40.613000508427525,-74.03085508244095,John J Carty Park,True,OK,2025-05-15
40.61291470631058,-74.03092844150807,John J Carty Park,True,OK,2025-05-15
40.61282890408346,-74.03100180057518,John J Carty Park,True,OK,2025-05-15
40.61274310174617,-74.03107515964228,John J Carty Park,True,OK,2025-05-15
40.61265729929867,-74.0311485187094,John J Carty Park,True,OK,2025-05-15
40.61257149674101,-74.03122187777652,John J Carty Park,True,OK,2025-05-15
40.612485694073165,-74.03129523684362,John J Carty Park,True,OK,2025-05-15
40.61239989129515,-74.03136859591073,John J Carty Park,True,OK,2025-05-15
40.61231408840693,-74.03144195497785,John J Carty Park,True,OK,2025-05-15
40.61222828540855,-74.03151531404495,John J Carty Park,True,OK,2025-05-15
40.61214248229999,-74.03158867311207,John J Carty Park,True,OK,2025-05-15
40.612056679081235,-74.03166203217918,John J Carty Park,True,OK,2025-05-15
40.611970875752306,-74.0317353912463,John J Carty Park,True,OK,2025-05-15
40.6118850723132,-74.0318087503134,John J Carty Park,True,OK,2025-05-15
40.61443652455334,-74.02963103870812,John J Carty Park,True,OK,2025-05-15
40.61439372700156,-74.02951435619616,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.61441370720221,-74.02938220455319,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.61445937492445,-74.02930068218986,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.61455970727368,-74.02932690222461,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.614635564406505,-74.02940024054742,John J Carty Park,False,ZERO_RESULTS,2025-05-15
40.67193579999999,-73.9644002,Eastern Parkway,True,OK,2025-05-15
40.671902906050974,-73.9642726229986,Eastern Parkway,True,OK,2025-05-15
40.671870035680044,-73.96414503539924,Eastern Parkway,True,OK,2025-05-15
40.671837166790766,-73.9640174471291,Eastern Parkway,True,OK,2025-05-15
40.671804298642314,-73.9638898585199,Eastern Parkway,True,OK,2025-05-15
40.671773345326564,-73.96376145799604,Eastern Parkway,True,OK,2025-05-15
40.671743644691524,-73.9636325263174,Eastern Parkway,True,OK,2025-05-15
40.67282849107081,-73.96872513815354,Eastern Parkway,True,OK,2025-05-15
40.67282955759579,-73.96859040303588,Eastern Parkway,True,OK,2025-05-15
